38550000,0.0038,0,2022-05-23 00:00:02
38549000,0.1256,0,2022-05-23 00:00:02
38547000,0.053,0,2022-05-23 00:00:02
38546000,0.0312,0,2022-05-23 00:00:02
38545000,0.0541,0,2022-05-23 00:00:02
38565000,0.54,1,2022-05-23 00:00:02
38566000,0.1868,1,2022-05-23 00:00:02
38567000,0.4583,1,2022-05-23 00:00:02
38568000,0.076,1,2022-05-23 00:00:02
38569000,0.2644,1,2022-05-23 00:00:02
38550000,0.0038,0,2022-05-23 00:00:07
38549000,0.0709,0,2022-05-23 00:00:07
38547000,0.053,0,2022-05-23 00:00:07
38546000,0.0312,0,2022-05-23 00:00:07
38545000,0.0541,0,2022-05-23 00:00:07
38561000,0.0531,1,2022-05-23 00:00:07
38563000,0.0481,1,2022-05-23 00:00:07
38565000,0.5178,1,2022-05-23 00:00:07
38566000,0.1868,1,2022-05-23 00:00:07
38567000,0.4583,1,2022-05-23 00:00:07
38550000,0.0008,0,2022-05-23 00:00:13
38549000,0.0709,0,2022-05-23 00:00:13
38547000,0.053,0,2022-05-23 00:00:13
38546000,0.0312,0,2022-05-23 00:00:13
38545000,0.0541,0,2022-05-23 00:00:13
38561000,0.0531,1,2022-05-23 00:00:13
38563000,0.0806,1,2022-05-23 00:00:13
38565000,0.5178,1,2022-05-23 00:00:13
38566000,0.1869,1,2022-05-23 00:00:13
38567000,0.4583,1,2022-05-23 00:00:13
38549000,0.0197,0,2022-05-23 00:00:18
38547000,0.053,0,2022-05-23 00:00:18
38546000,0.0312,0,2022-05-23 00:00:18
38545000,0.0541,0,2022-05-23 00:00:18
38543000,0.365,0,2022-05-23 00:00:18
38561000,0.0531,1,2022-05-23 00:00:18
38563000,0.0806,1,2022-05-23 00:00:18
38567000,0.4583,1,2022-05-23 00:00:18
38568000,0.2629,1,2022-05-23 00:00:18
38569000,0.1322,1,2022-05-23 00:00:18
38547000,0.053,0,2022-05-23 00:00:23
38546000,0.0312,0,2022-05-23 00:00:23
38545000,0.0541,0,2022-05-23 00:00:23
38543000,0.365,0,2022-05-23 00:00:23
38542000,0.0521,0,2022-05-23 00:00:23
38561000,0.0531,1,2022-05-23 00:00:23
38563000,0.0806,1,2022-05-23 00:00:23
38567000,0.4583,1,2022-05-23 00:00:23
38568000,0.263,1,2022-05-23 00:00:23
38569000,0.1322,1,2022-05-23 00:00:23
38547000,0.0536,0,2022-05-23 00:00:28
38546000,0.0312,0,2022-05-23 00:00:28
38545000,0.0541,0,2022-05-23 00:00:28
38543000,0.365,0,2022-05-23 00:00:28
38542000,0.0521,0,2022-05-23 00:00:28
38561000,0.0531,1,2022-05-23 00:00:28
38563000,0.0806,1,2022-05-23 00:00:28
38567000,0.4583,1,2022-05-23 00:00:28
38568000,0.076,1,2022-05-23 00:00:28
38569000,0.1322,1,2022-05-23 00:00:28
38547000,0.0536,0,2022-05-23 00:00:33
38546000,0.0312,0,2022-05-23 00:00:33
38545000,0.0541,0,2022-05-23 00:00:33
38543000,0.365,0,2022-05-23 00:00:33
38542000,0.0521,0,2022-05-23 00:00:33
38561000,0.0531,1,2022-05-23 00:00:33
38563000,0.0806,1,2022-05-23 00:00:33
38567000,0.4583,1,2022-05-23 00:00:33
38568000,0.076,1,2022-05-23 00:00:33
38569000,0.1322,1,2022-05-23 00:00:33
38547000,0.0363,0,2022-05-23 00:00:38
38546000,0.0312,0,2022-05-23 00:00:38
38545000,0.0541,0,2022-05-23 00:00:38
38543000,0.365,0,2022-05-23 00:00:38
38542000,0.4257,0,2022-05-23 00:00:38
38561000,0.0531,1,2022-05-23 00:00:38
38563000,0.0806,1,2022-05-23 00:00:38
38567000,0.4583,1,2022-05-23 00:00:38
38568000,0.3352,1,2022-05-23 00:00:38
38569000,0.1322,1,2022-05-23 00:00:38
38549000,0.1589,0,2022-05-23 00:00:43
38547000,0.0363,0,2022-05-23 00:00:43
38546000,0.0312,0,2022-05-23 00:00:43
38545000,0.0541,0,2022-05-23 00:00:43
38543000,0.365,0,2022-05-23 00:00:43
38561000,0.261,1,2022-05-23 00:00:43
38564000,0.0482,1,2022-05-23 00:00:43
38566000,0.0514,1,2022-05-23 00:00:43
38567000,0.4862,1,2022-05-23 00:00:43
38568000,0.2592,1,2022-05-23 00:00:43
38549000,0.1481,0,2022-05-23 00:00:48
38547000,0.0363,0,2022-05-23 00:00:48
38546000,0.0312,0,2022-05-23 00:00:48
38545000,0.0541,0,2022-05-23 00:00:48
38543000,0.365,0,2022-05-23 00:00:48
38561000,0.261,1,2022-05-23 00:00:48
38564000,0.0482,1,2022-05-23 00:00:48
38566000,0.0514,1,2022-05-23 00:00:48
38567000,0.4862,1,2022-05-23 00:00:48
38568000,0.2592,1,2022-05-23 00:00:48
38549000,0.1042,0,2022-05-23 00:00:53
38547000,0.0363,0,2022-05-23 00:00:53
38546000,0.0312,0,2022-05-23 00:00:53
38545000,0.0541,0,2022-05-23 00:00:53
38543000,0.365,0,2022-05-23 00:00:53
38564000,0.0482,1,2022-05-23 00:00:53
38566000,0.0514,1,2022-05-23 00:00:53
38567000,0.5884,1,2022-05-23 00:00:53
38568000,0.2592,1,2022-05-23 00:00:53
38571000,0.0324,1,2022-05-23 00:00:53
38549000,0.1042,0,2022-05-23 00:00:58
38547000,0.0363,0,2022-05-23 00:00:58
38546000,0.0312,0,2022-05-23 00:00:58
38545000,0.0541,0,2022-05-23 00:00:58
38543000,0.365,0,2022-05-23 00:00:58
38564000,0.0482,1,2022-05-23 00:00:58
38566000,0.0514,1,2022-05-23 00:00:58
38567000,0.5884,1,2022-05-23 00:00:58
38568000,0.2592,1,2022-05-23 00:00:58
38569000,0.065,1,2022-05-23 00:00:58
38549000,0.0724,0,2022-05-23 00:01:03
38547000,0.0363,0,2022-05-23 00:01:03
38546000,0.0312,0,2022-05-23 00:01:03
38545000,0.0541,0,2022-05-23 00:01:03
38543000,0.365,0,2022-05-23 00:01:03
38562000,0.0313,1,2022-05-23 00:01:03
38564000,0.0482,1,2022-05-23 00:01:03
38566000,0.2341,1,2022-05-23 00:01:03
38567000,0.5884,1,2022-05-23 00:01:03
38568000,0.2592,1,2022-05-23 00:01:03
38544000,0.0096,0,2022-05-23 00:01:09
38543000,0.4014,0,2022-05-23 00:01:09
38541000,0.049,0,2022-05-23 00:01:09
38540000,0.0537,0,2022-05-23 00:01:09
38532000,0.2724,0,2022-05-23 00:01:09
38565000,0.1788,1,2022-05-23 00:01:09
38566000,0.0514,1,2022-05-23 00:01:09
38567000,0.5884,1,2022-05-23 00:01:09
38568000,0.2592,1,2022-05-23 00:01:09
38569000,0.065,1,2022-05-23 00:01:09
38545000,0.0219,0,2022-05-23 00:01:14
38543000,0.4014,0,2022-05-23 00:01:14
38542000,0.0483,0,2022-05-23 00:01:14
38541000,0.049,0,2022-05-23 00:01:14
38540000,0.0537,0,2022-05-23 00:01:14
38566000,0.1514,1,2022-05-23 00:01:14
38567000,0.5123,1,2022-05-23 00:01:14
38568000,0.2592,1,2022-05-23 00:01:14
38569000,0.065,1,2022-05-23 00:01:14
38570000,0.1733,1,2022-05-23 00:01:14
38545000,0.0307,0,2022-05-23 00:01:19
38543000,0.4014,0,2022-05-23 00:01:19
38542000,0.0483,0,2022-05-23 00:01:19
38541000,0.049,0,2022-05-23 00:01:19
38540000,0.0537,0,2022-05-23 00:01:19
38566000,0.1514,1,2022-05-23 00:01:19
38567000,0.5123,1,2022-05-23 00:01:19
